
============================================================
  CHUNK 1/309
  224 fichiers, 2.05 GB
  [7/7] updated_date=2025-11-06\part_0209.gz: 400,000 papers, 4,238 arXiv (5909 p/s)

  Chunk 59 terminé: 1,815,038 papers, 18,932 arXiv (303s, 6000 p/s)
  Progression: 59/309 (19%)
  arXiv trouvés: 693,423

============================================================
  CHUNK 60/309
  6 fichiers, 2.55 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0210.gz: 400,000 papers, 4,193 arXiv (5841 p/s)
  [2/6] updated_date=2025-11-06\part_0211.gz: 239,030 papers, 2,537 arXiv (5659 p/s)
  [3/6] updated_date=2025-11-06\part_0212.gz: 400,000 papers, 4,029 arXiv (6017 p/s)
  [4/6] updated_date=2025-11-06\part_0213.gz: 119,973 papers, 1,356 arXiv (5806 p/s)
  [5/6] updated_date=2025-11-06\part_0214.gz: 258,856 papers, 2,633 arXiv (5855 p/s)
  [6/6] updated_date=2025-11-06\part_0215.gz: 400,000 papers, 4,200 arXiv (5822 p/s)

  Chunk 60 terminé: 1,817,859 papers, 18,948 arXiv (311s, 5848 p/s)
  Progression: 60/309 (19%)
  arXiv trouvés: 712,371

============================================================
  CHUNK 61/309
  7 fichiers, 2.33 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0216.gz: 118,346 papers, 1,196 arXiv (5716 p/s)
  [2/7] updated_date=2025-11-06\part_0217.gz: 259,177 papers, 2,676 arXiv (5848 p/s)
  [3/7] updated_date=2025-11-06\part_0218.gz: 400,000 papers, 4,063 arXiv (5676 p/s)
  [4/7] updated_date=2025-11-06\part_0219.gz: 118,625 papers, 1,336 arXiv (5989 p/s)
  [5/7] updated_date=2025-11-06\part_0220.gz: 259,363 papers, 2,742 arXiv (5823 p/s)
  [6/7] updated_date=2025-11-06\part_0221.gz: 260,093 papers, 2,713 arXiv (5781 p/s)
  [7/7] updated_date=2025-11-06\part_0222.gz: 259,632 papers, 2,714 arXiv (5722 p/s)

  Chunk 61 terminé: 1,675,236 papers, 17,440 arXiv (290s, 5772 p/s)
  Progression: 61/309 (20%)
  arXiv trouvés: 729,811

============================================================
  CHUNK 62/309
  6 fichiers, 2.18 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0223.gz: 259,764 papers, 2,655 arXiv (5863 p/s)
  [2/6] updated_date=2025-11-06\part_0224.gz: 259,562 papers, 2,798 arXiv (5767 p/s)
  [3/6] updated_date=2025-11-06\part_0225.gz: 259,726 papers, 2,707 arXiv (5797 p/s)
  [4/6] updated_date=2025-11-06\part_0226.gz: 258,953 papers, 2,703 arXiv (5714 p/s)
  [5/6] updated_date=2025-11-06\part_0227.gz: 258,654 papers, 2,790 arXiv (5585 p/s)
  [6/6] updated_date=2025-11-06\part_0228.gz: 259,405 papers, 2,666 arXiv (5812 p/s)

  Chunk 62 terminé: 1,556,064 papers, 16,319 arXiv (270s, 5753 p/s)
  Progression: 62/309 (20%)
  arXiv trouvés: 746,130

============================================================
  CHUNK 63/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0229.gz: 259,762 papers, 2,617 arXiv (5801 p/s)
  [2/6] updated_date=2025-11-06\part_0230.gz: 259,891 papers, 2,762 arXiv (5755 p/s)
  [3/6] updated_date=2025-11-06\part_0231.gz: 259,182 papers, 2,700 arXiv (5739 p/s)
  [4/6] updated_date=2025-11-06\part_0232.gz: 259,590 papers, 2,687 arXiv (5782 p/s)
  [5/6] updated_date=2025-11-06\part_0233.gz: 259,823 papers, 2,668 arXiv (5737 p/s)
  [6/6] updated_date=2025-11-06\part_0234.gz: 258,443 papers, 2,779 arXiv (5782 p/s)

  Chunk 63 terminé: 1,556,691 papers, 16,213 arXiv (270s, 5766 p/s)
  Progression: 63/309 (20%)
  arXiv trouvés: 762,343

============================================================
  CHUNK 64/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0235.gz: 259,164 papers, 2,645 arXiv (5773 p/s)
  [2/6] updated_date=2025-11-06\part_0236.gz: 400,000 papers, 4,200 arXiv (5874 p/s)
  [3/6] updated_date=2025-11-06\part_0237.gz: 119,594 papers, 1,267 arXiv (5689 p/s)
  [4/6] updated_date=2025-11-06\part_0238.gz: 259,523 papers, 2,689 arXiv (5701 p/s)
  [5/6] updated_date=2025-11-06\part_0239.gz: 260,126 papers, 2,734 arXiv (5825 p/s)
  [6/6] updated_date=2025-11-06\part_0240.gz: 260,642 papers, 2,678 arXiv (5726 p/s)

  Chunk 64 terminé: 1,559,049 papers, 16,213 arXiv (270s, 5780 p/s)
  Progression: 64/309 (21%)
  arXiv trouvés: 778,556

============================================================
  CHUNK 65/309
  5 fichiers, 2.01 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0241.gz: 259,389 papers, 2,724 arXiv (5704 p/s)
  [2/5] updated_date=2025-11-06\part_0242.gz: 260,032 papers, 2,651 arXiv (6096 p/s)
  [3/5] updated_date=2025-11-06\part_0243.gz: 258,443 papers, 2,679 arXiv (5762 p/s)
  [4/5] updated_date=2025-11-06\part_0244.gz: 259,844 papers, 2,708 arXiv (5835 p/s)
  [5/5] updated_date=2025-11-06\part_0245.gz: 400,000 papers, 3,825 arXiv (6136 p/s)

  Chunk 65 terminé: 1,437,708 papers, 14,587 arXiv (243s, 5923 p/s)
  Progression: 65/309 (21%)
  arXiv trouvés: 793,143

============================================================
  CHUNK 66/309
  4 fichiers, 2.00 GB
============================================================
  [1/4] updated_date=2025-11-06\part_0246.gz: 377,477 papers, 4,222 arXiv (6305 p/s)
  [2/4] updated_date=2025-11-06\part_0247.gz: 259,474 papers, 2,710 arXiv (6536 p/s)
  [3/4] updated_date=2025-11-06\part_0248.gz: 400,000 papers, 4,272 arXiv (6551 p/s)
  [4/4] updated_date=2025-11-06\part_0249.gz: 378,045 papers, 3,922 arXiv (6513 p/s)

  Chunk 66 terminé: 1,414,996 papers, 15,126 arXiv (219s, 6470 p/s)
  Progression: 66/309 (21%)
  arXiv trouvés: 808,269

============================================================
  CHUNK 67/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0250.gz: 259,288 papers, 2,752 arXiv (6592 p/s)
  [2/6] updated_date=2025-11-06\part_0251.gz: 258,648 papers, 2,679 arXiv (6660 p/s)
  [3/6] updated_date=2025-11-06\part_0252.gz: 400,000 papers, 4,149 arXiv (6656 p/s)
  [4/6] updated_date=2025-11-06\part_0253.gz: 119,284 papers, 1,250 arXiv (6582 p/s)
  [5/6] updated_date=2025-11-06\part_0254.gz: 259,418 papers, 2,574 arXiv (6705 p/s)
  [6/6] updated_date=2025-11-06\part_0255.gz: 259,955 papers, 2,671 arXiv (5919 p/s)

  Chunk 67 terminé: 1,556,593 papers, 16,075 arXiv (239s, 6512 p/s)
  Progression: 67/309 (22%)
  arXiv trouvés: 824,344

============================================================
  CHUNK 68/309
  5 fichiers, 2.39 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0256.gz: 258,947 papers, 2,672 arXiv (6594 p/s)
  [2/5] updated_date=2025-11-06\part_0257.gz: 400,000 papers, 3,893 arXiv (6607 p/s)
  [3/5] updated_date=2025-11-06\part_0258.gz: 400,000 papers, 4,323 arXiv (6825 p/s)
  [4/5] updated_date=2025-11-06\part_0259.gz: 236,438 papers, 2,533 arXiv (6591 p/s)
  [5/5] updated_date=2025-11-06\part_0260.gz: 400,000 papers, 4,278 arXiv (6688 p/s)

  Chunk 68 terminé: 1,695,385 papers, 17,699 arXiv (254s, 6671 p/s)
  Progression: 68/309 (22%)
  arXiv trouvés: 842,043

============================================================
  CHUNK 69/309
  6 fichiers, 2.35 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0261.gz: 117,789 papers, 1,288 arXiv (6721 p/s)
  [2/6] updated_date=2025-11-06\part_0262.gz: 259,298 papers, 2,733 arXiv (5999 p/s)
  [3/6] updated_date=2025-11-06\part_0263.gz: 400,000 papers, 4,234 arXiv (6073 p/s)
  [4/6] updated_date=2025-11-06\part_0264.gz: 378,705 papers, 4,040 arXiv (6647 p/s)
  [5/6] updated_date=2025-11-06\part_0265.gz: 259,735 papers, 2,579 arXiv (6722 p/s)
  [6/6] updated_date=2025-11-06\part_0266.gz: 259,712 papers, 2,747 arXiv (6721 p/s)

  Chunk 69 terminé: 1,675,239 papers, 17,621 arXiv (261s, 6420 p/s)
  Progression: 69/309 (22%)
  arXiv trouvés: 859,664

============================================================
  CHUNK 70/309
  6 fichiers, 2.36 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0267.gz: 259,938 papers, 2,663 arXiv (6775 p/s)
  [2/6] updated_date=2025-11-06\part_0268.gz: 259,977 papers, 2,705 arXiv (6691 p/s)
  [3/6] updated_date=2025-11-06\part_0269.gz: 400,000 papers, 4,316 arXiv (6718 p/s)
  [4/6] updated_date=2025-11-06\part_0270.gz: 120,231 papers, 1,193 arXiv (6371 p/s)
  [5/6] updated_date=2025-11-06\part_0271.gz: 259,493 papers, 2,733 arXiv (6607 p/s)
  [6/6] updated_date=2025-11-06\part_0272.gz: 400,000 papers, 4,283 arXiv (6410 p/s)

  Chunk 70 terminé: 1,699,639 papers, 17,893 arXiv (257s, 6605 p/s)
  Progression: 70/309 (23%)
  arXiv trouvés: 877,557

============================================================
  CHUNK 71/309
  7 fichiers, 2.55 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0273.gz: 119,017 papers, 1,216 arXiv (6519 p/s)
  [2/7] updated_date=2025-11-06\part_0274.gz: 259,381 papers, 2,766 arXiv (6637 p/s)
  [3/7] updated_date=2025-11-06\part_0275.gz: 259,274 papers, 2,806 arXiv (6662 p/s)
  [4/7] updated_date=2025-11-06\part_0276.gz: 400,000 papers, 4,093 arXiv (6729 p/s)
  [5/7] updated_date=2025-11-06\part_0277.gz: 119,848 papers, 1,396 arXiv (6605 p/s)
  [6/7] updated_date=2025-11-06\part_0278.gz: 260,474 papers, 2,746 arXiv (6650 p/s)
  [7/7] updated_date=2025-11-06\part_0279.gz: 400,000 papers, 4,129 arXiv (6623 p/s)

  Chunk 71 terminé: 1,817,994 papers, 19,152 arXiv (273s, 6648 p/s)
  Progression: 71/309 (23%)
  arXiv trouvés: 896,709

============================================================
  CHUNK 72/309
  7 fichiers, 2.32 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0280.gz: 117,905 papers, 1,270 arXiv (6812 p/s)
  [2/7] updated_date=2025-11-06\part_0281.gz: 259,161 papers, 2,666 arXiv (6756 p/s)
  [3/7] updated_date=2025-11-06\part_0282.gz: 400,000 papers, 4,277 arXiv (6758 p/s)
  [4/7] updated_date=2025-11-06\part_0283.gz: 117,521 papers, 1,135 arXiv (6863 p/s)
  [5/7] updated_date=2025-11-06\part_0284.gz: 258,890 papers, 2,683 arXiv (6766 p/s)
  [6/7] updated_date=2025-11-06\part_0285.gz: 258,956 papers, 2,683 arXiv (6778 p/s)
  [7/7] updated_date=2025-11-06\part_0286.gz: 260,209 papers, 2,674 arXiv (6384 p/s)

  Chunk 72 terminé: 1,672,642 papers, 17,388 arXiv (249s, 6710 p/s)
  Progression: 72/309 (23%)
  arXiv trouvés: 914,097

============================================================
  CHUNK 73/309
  5 fichiers, 2.18 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0287.gz: 400,000 papers, 4,034 arXiv (5696 p/s)
  [2/5] updated_date=2025-11-06\part_0288.gz: 119,311 papers, 1,373 arXiv (5642 p/s)
  [3/5] updated_date=2025-11-06\part_0289.gz: 400,000 papers, 4,022 arXiv (5711 p/s)
  [4/5] updated_date=2025-11-06\part_0290.gz: 377,115 papers, 3,921 arXiv (5665 p/s)
  [5/5] updated_date=2025-11-06\part_0291.gz: 259,145 papers, 2,735 arXiv (5713 p/s)

  Chunk 73 terminé: 1,555,571 papers, 16,085 arXiv (273s, 5690 p/s)
  Progression: 73/309 (24%)
  arXiv trouvés: 930,182

============================================================
  CHUNK 74/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0292.gz: 259,414 papers, 2,747 arXiv (5941 p/s)
  [2/6] updated_date=2025-11-06\part_0293.gz: 259,631 papers, 2,740 arXiv (5807 p/s)
  [3/6] updated_date=2025-11-06\part_0294.gz: 258,841 papers, 2,713 arXiv (5896 p/s)
  [4/6] updated_date=2025-11-06\part_0295.gz: 259,079 papers, 2,705 arXiv (5764 p/s)
  [5/6] updated_date=2025-11-06\part_0296.gz: 260,043 papers, 2,670 arXiv (5689 p/s)
  [6/6] updated_date=2025-11-06\part_0297.gz: 259,522 papers, 2,715 arXiv (5717 p/s)

  Chunk 74 terminé: 1,556,530 papers, 16,290 arXiv (268s, 5801 p/s)
  Progression: 74/309 (24%)
  arXiv trouvés: 946,472

============================================================
  CHUNK 75/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0298.gz: 258,722 papers, 2,730 arXiv (5666 p/s)
  [2/6] updated_date=2025-11-06\part_0299.gz: 259,223 papers, 2,651 arXiv (5770 p/s)
  [3/6] updated_date=2025-11-06\part_0300.gz: 400,000 papers, 4,296 arXiv (5885 p/s)
  [4/6] updated_date=2025-11-06\part_0301.gz: 117,860 papers, 1,247 arXiv (5634 p/s)
  [5/6] updated_date=2025-11-06\part_0302.gz: 260,330 papers, 2,704 arXiv (5487 p/s)
  [6/6] updated_date=2025-11-06\part_0303.gz: 259,886 papers, 2,730 arXiv (5610 p/s)

  Chunk 75 terminé: 1,556,021 papers, 16,358 arXiv (273s, 5693 p/s)
  Progression: 75/309 (24%)
  arXiv trouvés: 962,830

============================================================
  CHUNK 76/309
  6 fichiers, 2.39 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0304.gz: 400,000 papers, 4,219 arXiv (5689 p/s)
  [2/6] updated_date=2025-11-06\part_0305.gz: 118,988 papers, 1,228 arXiv (5706 p/s)
  [3/6] updated_date=2025-11-06\part_0306.gz: 400,000 papers, 4,271 arXiv (5559 p/s)
  [4/6] updated_date=2025-11-06\part_0307.gz: 120,138 papers, 1,078 arXiv (5785 p/s)
  [5/6] updated_date=2025-11-06\part_0308.gz: 259,279 papers, 2,687 arXiv (5767 p/s)
  [6/6] updated_date=2025-11-06\part_0309.gz: 400,000 papers, 4,276 arXiv (6043 p/s)

  Chunk 76 terminé: 1,698,405 papers, 17,759 arXiv (295s, 5756 p/s)
  Progression: 76/309 (25%)
  arXiv trouvés: 980,589

============================================================
  CHUNK 77/309
  7 fichiers, 2.33 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0310.gz: 120,106 papers, 1,153 arXiv (6780 p/s)
  [2/7] updated_date=2025-11-06\part_0311.gz: 260,381 papers, 2,678 arXiv (6713 p/s)
  [3/7] updated_date=2025-11-06\part_0312.gz: 258,930 papers, 2,654 arXiv (6617 p/s)
  [4/7] updated_date=2025-11-06\part_0313.gz: 400,000 papers, 4,069 arXiv (6660 p/s)
  [5/7] updated_date=2025-11-06\part_0314.gz: 118,102 papers, 1,253 arXiv (6765 p/s)
  [6/7] updated_date=2025-11-06\part_0315.gz: 258,856 papers, 2,710 arXiv (6678 p/s)
  [7/7] updated_date=2025-11-06\part_0316.gz: 259,261 papers, 2,762 arXiv (6673 p/s)

  Chunk 77 terminé: 1,675,636 papers, 17,279 arXiv (251s, 6681 p/s)
  Progression: 77/309 (25%)
  arXiv trouvés: 997,868

============================================================
  CHUNK 78/309
  6 fichiers, 2.16 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0317.gz: 259,701 papers, 2,591 arXiv (6567 p/s)
  [2/6] updated_date=2025-11-06\part_0318.gz: 259,692 papers, 2,767 arXiv (6599 p/s)
  [3/6] updated_date=2025-11-06\part_0319.gz: 400,000 papers, 4,239 arXiv (6504 p/s)
  [4/6] updated_date=2025-11-06\part_0320.gz: 118,941 papers, 1,182 arXiv (6439 p/s)
  [5/6] updated_date=2025-11-06\part_0321.gz: 400,000 papers, 4,209 arXiv (6539 p/s)
  [6/6] updated_date=2025-11-06\part_0322.gz: 119,379 papers, 1,204 arXiv (6570 p/s)

  Chunk 78 terminé: 1,557,713 papers, 16,192 arXiv (238s, 6539 p/s)
  Progression: 78/309 (25%)
  arXiv trouvés: 1,014,060

============================================================
  CHUNK 79/309
  5 fichiers, 2.38 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0323.gz: 259,598 papers, 2,761 arXiv (6714 p/s)
  [2/5] updated_date=2025-11-06\part_0324.gz: 258,868 papers, 2,690 arXiv (6704 p/s)
  [3/5] updated_date=2025-11-06\part_0325.gz: 400,000 papers, 4,022 arXiv (6601 p/s)
  [4/5] updated_date=2025-11-06\part_0326.gz: 377,889 papers, 4,158 arXiv (6648 p/s)
  [5/5] updated_date=2025-11-06\part_0327.gz: 400,000 papers, 4,164 arXiv (6678 p/s)

  Chunk 79 terminé: 1,696,355 papers, 17,795 arXiv (255s, 6661 p/s)
  Progression: 79/309 (26%)
  arXiv trouvés: 1,031,855

============================================================
  CHUNK 80/309
  7 fichiers, 2.53 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0328.gz: 120,063 papers, 1,125 arXiv (6708 p/s)
  [2/7] updated_date=2025-11-06\part_0329.gz: 400,000 papers, 4,358 arXiv (6685 p/s)
  [3/7] updated_date=2025-11-06\part_0330.gz: 118,771 papers, 1,076 arXiv (6717 p/s)
  [4/7] updated_date=2025-11-06\part_0331.gz: 259,706 papers, 2,685 arXiv (6705 p/s)
  [5/7] updated_date=2025-11-06\part_0332.gz: 259,346 papers, 2,775 arXiv (6694 p/s)
  [6/7] updated_date=2025-11-06\part_0333.gz: 260,211 papers, 2,732 arXiv (6617 p/s)
  [7/7] updated_date=2025-11-06\part_0334.gz: 400,000 papers, 4,179 arXiv (6659 p/s)

  Chunk 80 terminé: 1,818,097 papers, 18,930 arXiv (272s, 6676 p/s)
  Progression: 80/309 (26%)
  arXiv trouvés: 1,050,785

============================================================
  CHUNK 81/309
  7 fichiers, 2.34 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0335.gz: 119,315 papers, 1,349 arXiv (6447 p/s)
  [2/7] updated_date=2025-11-06\part_0336.gz: 400,000 papers, 4,328 arXiv (6707 p/s)
  [3/7] updated_date=2025-11-06\part_0337.gz: 119,781 papers, 1,099 arXiv (6528 p/s)
  [4/7] updated_date=2025-11-06\part_0338.gz: 258,977 papers, 2,657 arXiv (6680 p/s)
  [5/7] updated_date=2025-11-06\part_0339.gz: 259,738 papers, 2,754 arXiv (6671 p/s)
  [6/7] updated_date=2025-11-06\part_0340.gz: 259,839 papers, 2,693 arXiv (6728 p/s)
  [7/7] updated_date=2025-11-06\part_0341.gz: 258,432 papers, 2,634 arXiv (6707 p/s)

  Chunk 81 terminé: 1,676,082 papers, 17,514 arXiv (251s, 6668 p/s)
  Progression: 81/309 (26%)
  arXiv trouvés: 1,068,299

============================================================
  CHUNK 82/309
  5 fichiers, 2.00 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0342.gz: 259,744 papers, 2,734 arXiv (6782 p/s)
  [2/5] updated_date=2025-11-06\part_0343.gz: 258,872 papers, 2,731 arXiv (6723 p/s)
  [3/5] updated_date=2025-11-06\part_0344.gz: 259,876 papers, 2,697 arXiv (6790 p/s)
  [4/5] updated_date=2025-11-06\part_0345.gz: 259,149 papers, 2,649 arXiv (6766 p/s)
  [5/5] updated_date=2025-11-06\part_0346.gz: 400,000 papers, 4,198 arXiv (6725 p/s)

  Chunk 82 terminé: 1,437,641 papers, 15,009 arXiv (213s, 6752 p/s)
  Progression: 82/309 (27%)
  arXiv trouvés: 1,083,308

============================================================
  CHUNK 83/309
  6 fichiers, 2.34 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0347.gz: 117,519 papers, 1,253 arXiv (6901 p/s)
  [2/6] updated_date=2025-11-06\part_0348.gz: 400,000 papers, 4,042 arXiv (6683 p/s)
  [3/6] updated_date=2025-11-06\part_0349.gz: 378,227 papers, 3,889 arXiv (6651 p/s)
  [4/6] updated_date=2025-11-06\part_0350.gz: 400,000 papers, 4,200 arXiv (6232 p/s)
  [5/6] updated_date=2025-11-06\part_0351.gz: 118,598 papers, 1,318 arXiv (6661 p/s)
  [6/6] updated_date=2025-11-06\part_0352.gz: 259,704 papers, 2,671 arXiv (6678 p/s)

  Chunk 83 terminé: 1,674,048 papers, 17,373 arXiv (255s, 6573 p/s)
  Progression: 83/309 (27%)
  arXiv trouvés: 1,100,681

============================================================
  CHUNK 84/309
  6 fichiers, 2.38 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0353.gz: 260,117 papers, 2,674 arXiv (6632 p/s)
  [2/6] updated_date=2025-11-06\part_0354.gz: 400,000 papers, 4,286 arXiv (6512 p/s)
  [3/6] updated_date=2025-11-06\part_0355.gz: 118,324 papers, 1,258 arXiv (6746 p/s)
  [4/6] updated_date=2025-11-06\part_0356.gz: 259,529 papers, 2,726 arXiv (6588 p/s)
  [5/6] updated_date=2025-11-06\part_0357.gz: 260,205 papers, 2,661 arXiv (6694 p/s)
  [6/6] updated_date=2025-11-06\part_0358.gz: 400,000 papers, 4,247 arXiv (6677 p/s)

  Chunk 84 terminé: 1,698,175 papers, 17,852 arXiv (256s, 6624 p/s)
  Progression: 84/309 (27%)
  arXiv trouvés: 1,118,533

============================================================
  CHUNK 85/309
  7 fichiers, 2.52 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0359.gz: 120,368 papers, 1,231 arXiv (6900 p/s)
  [2/7] updated_date=2025-11-06\part_0360.gz: 259,513 papers, 2,705 arXiv (6752 p/s)
  [3/7] updated_date=2025-11-06\part_0361.gz: 400,000 papers, 4,196 arXiv (6749 p/s)
  [4/7] updated_date=2025-11-06\part_0362.gz: 117,383 papers, 1,128 arXiv (7010 p/s)
  [5/7] updated_date=2025-11-06\part_0363.gz: 259,065 papers, 2,705 arXiv (6737 p/s)
  [6/7] updated_date=2025-11-06\part_0364.gz: 259,320 papers, 2,630 arXiv (6814 p/s)
  [7/7] updated_date=2025-11-06\part_0365.gz: 400,000 papers, 4,212 arXiv (6736 p/s)

  Chunk 85 terminé: 1,815,649 papers, 18,807 arXiv (268s, 6779 p/s)
  Progression: 85/309 (28%)
  arXiv trouvés: 1,137,340

============================================================
  CHUNK 86/309
  7 fichiers, 2.54 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0366.gz: 117,788 papers, 1,260 arXiv (6830 p/s)
  [2/7] updated_date=2025-11-06\part_0367.gz: 259,372 papers, 2,719 arXiv (6069 p/s)
  [3/7] updated_date=2025-11-06\part_0368.gz: 400,000 papers, 4,299 arXiv (5710 p/s)
  [4/7] updated_date=2025-11-06\part_0369.gz: 119,312 papers, 1,184 arXiv (5792 p/s)
  [5/7] updated_date=2025-11-06\part_0370.gz: 400,000 papers, 4,273 arXiv (5729 p/s)
  [6/7] updated_date=2025-11-06\part_0371.gz: 119,668 papers, 1,254 arXiv (5762 p/s)
  [7/7] updated_date=2025-11-06\part_0372.gz: 400,000 papers, 4,200 arXiv (5703 p/s)

  Chunk 86 terminé: 1,816,140 papers, 19,189 arXiv (311s, 5832 p/s)
  Progression: 86/309 (28%)
  arXiv trouvés: 1,156,529

============================================================
  CHUNK 87/309
  7 fichiers, 2.32 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0373.gz: 119,125 papers, 1,216 arXiv (5810 p/s)
  [2/7] updated_date=2025-11-06\part_0374.gz: 400,000 papers, 4,196 arXiv (5832 p/s)
  [3/7] updated_date=2025-11-06\part_0375.gz: 118,335 papers, 1,297 arXiv (5586 p/s)
  [4/7] updated_date=2025-11-06\part_0376.gz: 259,437 papers, 2,690 arXiv (5788 p/s)
  [5/7] updated_date=2025-11-06\part_0377.gz: 259,215 papers, 2,641 arXiv (5747 p/s)
  [6/7] updated_date=2025-11-06\part_0378.gz: 259,282 papers, 2,665 arXiv (5701 p/s)
  [7/7] updated_date=2025-11-06\part_0379.gz: 258,539 papers, 2,701 arXiv (5761 p/s)

  Chunk 87 terminé: 1,673,933 papers, 17,406 arXiv (291s, 5761 p/s)
  Progression: 87/309 (28%)
  arXiv trouvés: 1,173,935

============================================================
  CHUNK 88/309
  6 fichiers, 2.15 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0380.gz: 260,105 papers, 2,801 arXiv (5802 p/s)
  [2/6] updated_date=2025-11-06\part_0381.gz: 259,640 papers, 2,775 arXiv (5904 p/s)
  [3/6] updated_date=2025-11-06\part_0382.gz: 259,348 papers, 2,644 arXiv (5280 p/s)
  [4/6] updated_date=2025-11-06\part_0383.gz: 258,429 papers, 2,709 arXiv (5630 p/s)
  [5/6] updated_date=2025-11-06\part_0384.gz: 259,083 papers, 2,737 arXiv (5788 p/s)
  [6/6] updated_date=2025-11-06\part_0385.gz: 259,474 papers, 2,693 arXiv (5707 p/s)

  Chunk 88 terminé: 1,556,079 papers, 16,359 arXiv (274s, 5675 p/s)
  Progression: 88/309 (28%)
  arXiv trouvés: 1,190,294

============================================================
  CHUNK 89/309
  5 fichiers, 2.01 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0386.gz: 258,788 papers, 2,713 arXiv (5864 p/s)
  [2/5] updated_date=2025-11-06\part_0387.gz: 259,469 papers, 2,668 arXiv (5766 p/s)
  [3/5] updated_date=2025-11-06\part_0388.gz: 400,000 papers, 4,145 arXiv (5797 p/s)
  [4/5] updated_date=2025-11-06\part_0389.gz: 118,935 papers, 1,235 arXiv (5768 p/s)
  [5/5] updated_date=2025-11-06\part_0390.gz: 400,000 papers, 4,324 arXiv (5483 p/s)

  Chunk 89 terminé: 1,437,192 papers, 15,085 arXiv (252s, 5709 p/s)
  Progression: 89/309 (29%)
  arXiv trouvés: 1,205,379

============================================================
  CHUNK 90/309
  6 fichiers, 2.34 GB
============================================================
  [1/6] updated_date=2025-11-06\part_0391.gz: 378,819 papers, 3,779 arXiv (5760 p/s)
  [2/6] updated_date=2025-11-06\part_0392.gz: 259,251 papers, 2,777 arXiv (5849 p/s)
  [3/6] updated_date=2025-11-06\part_0393.gz: 259,967 papers, 2,705 arXiv (5797 p/s)
  [4/6] updated_date=2025-11-06\part_0394.gz: 259,340 papers, 2,771 arXiv (5814 p/s)
  [5/6] updated_date=2025-11-06\part_0395.gz: 260,754 papers, 2,757 arXiv (5716 p/s)
  [6/6] updated_date=2025-11-06\part_0396.gz: 259,927 papers, 2,764 arXiv (5753 p/s)

  Chunk 90 terminé: 1,678,058 papers, 17,553 arXiv (290s, 5779 p/s)
  Progression: 90/309 (29%)
  arXiv trouvés: 1,222,932

============================================================
  CHUNK 91/309
  5 fichiers, 2.38 GB
============================================================
  [1/5] updated_date=2025-11-06\part_0397.gz: 400,000 papers, 4,294 arXiv (5518 p/s)
  [2/5] updated_date=2025-11-06\part_0398.gz: 377,820 papers, 3,597 arXiv (5635 p/s)
  [3/5] updated_date=2025-11-06\part_0399.gz: 258,887 papers, 2,706 arXiv (5680 p/s)
  [4/5] updated_date=2025-11-06\part_0400.gz: 260,100 papers, 2,718 arXiv (6275 p/s)
  [5/5] updated_date=2025-11-06\part_0401.gz: 400,000 papers, 4,024 arXiv (5717 p/s)

  Chunk 91 terminé: 1,696,807 papers, 17,339 arXiv (297s, 5722 p/s)
  Progression: 91/309 (29%)
  arXiv trouvés: 1,240,271

============================================================
  CHUNK 92/309
  7 fichiers, 2.34 GB
============================================================
  [1/7] updated_date=2025-11-06\part_0402.gz: 118,619 papers, 1,420 arXiv (5627 p/s)
  [2/7] updated_date=2025-11-06\part_0403.gz: 400,000 papers, 3,900 arXiv (5839 p/s)
  [3/7] updated_date=2025-11-06\part_0404.gz: 118,030 papers, 1,439 arXiv (5785 p/s)
